('40.68224', '-73.86806')
('40.7463', '-73.97926')
('40.75015', '-73.85961')
('40.69144', '-73.956')
('40.70801', '-73.9011')
('40.69131', '-73.93003')
('40.71716', '-73.99462')
('40.76876', '-73.87245')
('40.762', '-73.983')
('40.70054', '-73.90255')
('40.70601', '-73.73737')
('40.71815', '-73.98937')
('40.79523', '-74.00388')
('40.80843', '-73.94125')
('40.68774', '-73.8593')
('40.70033', '-73.93127')
('40.7132', '-73.94164')
('40.77067', '-73.78278')
('40.76921', '-73.87132')
('40.76539', '-73.87636')
('40.76708', '-73.8795')
('40.66158', '-73.7705')
('40.719', '-73.96')
('40.77376', '-73.91855')
('40.70684', '-73.74627')
('40.80584', '-73.95272')
('40.76777', '-73.87733')
('40.66821', '-73.75263')
('40.77247', '-73.87274')
('40.66735', '-73.76647')
('40.7525', '-73.81126')
('40.77046', '-73.87336')
('40.69271', '-73.94353')
('40.76799', '-73.8795')
('40.6908', '-73.95507')
('40.73912', '-73.92075')
('40.716', '-73.99')
('40.77478', '-73.91913')
('40.68904', '-73.85052')
('40.68469', '-73.9375')
('40.76717', '-73.95532')
('40.76349', '-73.81514')
('40.75818', '-73.92679')
('40.77006', '-73.87683')
('40.63447', '-74.02455')
('40.75449', '-73.88321')
('40.6922', '-73.92399')
('40.75462', '-73.96869')
('40.67794', '-73.90639')
('40.6752', '-73.93215')
('40.76444', '-73.86907')
('40.64795', '-73.89337')
('40.7385', '-73.91993')
('40.764', '-74.035')
('40.68868', '-73.70493')
('40.72836', '-73.98163')
('40.69385', '-73.94413')
('40.63013', '-73.90809')
('40.76383', '-73.87337')
('40.65925', '-73.89396')
('40.74615', '-73.90216')
('40.68462', '-73.79785')
('40.77487', '-73.91196')
('40.59784', '-73.75302')
('40.70763', '-73.95177')
('40.66615', '-73.95426')
('40.69117', '-73.95643')
('40.7571', '-73.92792')
('40.76075', '-73.87943')
('40.77503', '-73.91882')
('40.76745', '-73.87915')
('40.80172', '-73.95538')
('40.69233', '-73.90579')
('40.67653', '-73.90814')
('40.71254', '-73.83231')
('40.68249', '-73.97139')
('40.71231', '-73.99257')
('40.69699', '-73.93387')
('40.7467', '-73.83456')
('40.70972', '-73.93864')
('40.80227', '-73.95523')
('40.794', '-73.945')
('40.70186', '-73.90467')
('40.68873', '-73.91508')
('40.76184', '-73.91443')
('40.6611', '-73.7683')
('40.75578', '-73.81948')
('40.77362', '-73.91947')
('40.80015', '-73.93764')
('40.74215', '-73.92633')
('40.70072', '-73.91359')
('40.71024', '-73.9517')
('40.68178', '-73.91287')
('40.75703', '-73.99371')
('40.7497', '-73.99515')
('40.721', '-73.947')
('40.74024', '-73.83105')
('40.77635', '-73.93426')
('40.79533', '-73.94764')
('40.749', '-73.992')
('40.68757', '-73.93032')
('40.68528', '-73.87819')
('40.68499', '-73.94433')
('40.68025', '-73.91199')
('40.794', '-73.945')
('40.75091', '-73.87612')
('40.69514', '-73.74902')
('40.76623', '-73.90911')
('40.76981', '-73.95812')
('40.68671', '-73.93346')
('40.73018', '-73.87172')
('40.75725', '-73.91098')
('40.75536', '-73.9995')
('40.70111', '-73.94471')
('40.79305', '-73.9447')
('40.6861', '-73.93997')
('40.68275', '-73.98562')
('40.70171', '-73.82788')
('40.69652', '-73.72491')
('40.76425', '-73.99162')
('40.76245', '-73.87938')
('40.759', '-73.876')
('40.655', '-73.914')
('40.77993', '-74.01796')
('40.73674', '-73.92973')
('40.77163', '-74.03088')
('40.74971', '-73.99533')
('40.67963', '-73.97054')
('40.73145', '-74.00621')
('40.77009', '-73.87708')
('40.77354', '-73.87392')
('40.68101', '-73.94081')
('40.71255', '-73.94881')
('40.7583', '-73.77232')
('40.74365', '-73.95377')
('40.761', '-73.929')
('40.69576', '-73.78867')
('40.79411', '-73.96427')
('40.65507', '-73.95824')
('40.694', '-73.92')
('40.7658', '-73.99087')
('40.74533', '-73.86076')
('40.69362', '-73.95906')
('40.68426', '-73.95054')
('40.656', '-73.89719')
('40.72651', '-73.86173')
('40.75751', '-73.91678')
('40.77848', '-73.98334')
('40.77', '-73.874')
('40.72635', '-73.80237')
('40.7806', '-73.9149')
('40.69452', '-73.9284')
('40.7081', '-74.00531')
('40.75274', '-73.87777')
('40.76562', '-73.8299')
('40.66417', '-73.95307')
('40.76649', '-73.92643')
('40.73272', '-73.87322')
('40.72361', '-73.9847')
('40.74588', '-74.00055')
('40.77177', '-74.03516')
('40.76109', '-73.98261')
('40.78182', '-73.97915')
('40.6909', '-73.73193')
('40.76516', '-73.92758')
(None, None)
('40.70354', '-73.81852')
('40.68548', '-73.87855')
('40.6998', '-73.89351')
('40.73576', '-73.85434')
('40.73895', '-74.03254')
('40.68739', '-73.76598')
('40.78828', '-73.94385')
('40.75639', '-73.91619')
('40.77752', '-74.01549')
('40.68514', '-73.95976')
('40.688', '-73.964')
('40.80226', '-73.94506')
('40.6964', '-73.91366')
('40.78141', '-73.84506')
('40.73109', '-73.98234')
('40.71254', '-73.98535')
('40.78304', '-73.91783')
('40.70342', '-73.88041')
('40.76525', '-73.86715')
('40.66018', '-73.96005')
('40.84058', '-73.91382')
('40.8584', '-73.86969')
('40.8987', '-73.86389')
('40.84937', '-73.91328')
('40.88493', '-73.8618')
('40.86412', '-73.84664')
('40.8797', '-73.85493')
('40.87223', '-73.84335')
('40.85956', '-73.87067')
('40.90004', '-73.83364')
('40.79774', '-73.93244')
('40.88165', '-73.85625')
('40.84581', '-73.8889')
('40.85655', '-73.90377')
('40.86663', '-73.84139')
('40.85914', '-73.86979')
('40.87188', '-73.842')
('40.82939', '-73.86514')
('40.85487', '-73.92759')
('40.83497', '-73.9189')
('40.82231', '-73.91696')
('40.8398', '-73.85423')
('40.85505', '-73.89238')
('40.86553', '-73.83993')
('40.81', '-73.92654')
('40.88353', '-73.85315')
('40.89604', '-73.85877')
('40.90611', '-73.86252')
('40.81937', '-73.90978')
('40.86273', '-73.83715')
('40.8515', '-73.86129')
('40.90833', '-73.84795')
('40.85811', '-73.90675')
('40.81167', '-73.92729')
('40.83165', '-73.91803')
('40.88249', '-73.86274')
('40.86689', '-73.85776')
('40.84289', '-73.92688')
('40.86565', '-73.92348')
('40.83648', '-73.85812')
('40.80772', '-73.91791')
('40.86588', '-73.84737')
('40.84886', '-73.91223')
('40.86264', '-73.84854')
('40.86917', '-73.89465')
('40.8114', '-73.92747')
('40.84184', '-73.92535')
('40.86677', '-73.85938')
('40.82434', '-73.91377')
('40.916', '-73.83')
('40.81177', '-73.92726')
('40.8697', '-73.90176')
('40.81415', '-73.88671')
('40.87031', '-73.89322')
('40.874', '-73.859')
('40.82496', '-73.91389')
('40.83166', '-73.81747')
('40.81941', '-73.92762')
('40.8372', '-73.84345')
('40.85419', '-73.89827')
('40.87675', '-73.86372')
('40.85765', '-73.90351')
('40.8679', '-73.90023')
('40.85019', '-73.93004')
('40.83232', '-73.93184')
('40.83561', '-73.91108')
('40.84753', '-73.84663')
('40.84103', '-73.92701')
('40.84752', '-73.82797')
('40.86003', '-73.86584')
('40.84721', '-73.93321')
('40.83651', '-73.92269')
('40.81331', '-73.92765')
('40.85679', '-73.932')
('40.89393', '-73.8581')
('40.86706', '-73.84674')
('40.88871', '-73.86175')
('40.85105', '-73.86049')
('40.86814', '-73.85874')
('40.87271', '-73.89972')
('40.8781', '-73.89998')
('40.81201', '-73.90823')
('40.91609', '-73.83557')
('40.82836', '-73.87392')
('40.83075', '-73.93058')
('40.83658', '-73.86181')
('40.8967', '-73.85623')
('40.86039', '-73.92663')
('40.81892', '-73.8859')
('40.87', '-73.917')
('40.84615', '-73.91546')
('40.85911', '-73.93087')
('40.851', '-73.902')
('40.819', '-73.82296')
('40.85585', '-73.86486')
('40.86554', '-73.92782')
('40.84473', '-73.91175')
('40.84114', '-73.92483')
('40.83051', '-73.82511')
('40.83555', '-73.8757')
('40.83715', '-73.83489')
('40.85535', '-73.91388')
('40.87639', '-73.90943')
('40.84101', '-73.92626')
('40.88192', '-73.86186')
('40.83555', '-73.8757')
('40.88301', '-73.85452')
('40.87639', '-73.90943')
('40.82345', '-73.9033')
('40.85387', '-73.89384')
('40.82809', '-73.9159')
('40.83384', '-73.8863')
('40.84279', '-73.86527')
('40.78824', '-73.84056')
('40.80762', '-73.92454')
('40.91121', '-73.89423')
('40.87363', '-73.88344')
('40.8289', '-73.86219')
('40.83088', '-73.86492')
('40.86886', '-73.84915')
('40.83647', '-73.83491')
('40.82023', '-73.92844')
('40.83296', '-73.88668')
('40.8801', '-73.89709')
('40.86933', '-73.88319')
('40.87021', '-73.86095')
('40.84718', '-73.90488')
('40.83049', '-73.9162')
('40.84916', '-73.8621')
('40.85207', '-73.85065')
('40.83408', '-73.87419')
(None, None)
('40.8294', '-73.91347')
('40.88534', '-73.83434')
('40.85711', '-73.91594')
('40.85407', '-73.83264')
('40.83218', '-73.91951')
('40.91418', '-73.82332')
('40.86196', '-73.92801')
('40.86617', '-73.848')
(None, None)
('40.81578', '-73.90132')
('40.88777', '-73.86064')
('40.8662', '-73.92646')
('40.82415', '-73.92778')
('40.81949', '-73.92913')
('40.86144', '-73.86427')
('40.89747', '-73.8639')
('40.87786', '-73.87641')
('40.81869', '-73.82233')
('40.86473', '-73.92641')
('40.85696', '-73.91439')
('40.84184', '-73.84967')
('40.87035', '-73.89335')
('40.878', '-73.853')
('40.86686', '-73.84207')
('40.83757', '-73.8353')
('40.82942', '-73.87564')
('40.83336', '-73.88636')
('40.84735', '-73.83095')
('40.86399', '-73.92321')
('40.8298', '-73.87715')
('40.83144', '-73.86639')
(None, None)
('40.85494', '-73.93179')
('40.814', '-73.858')
('40.83556', '-73.91098')
(None, None)
('40.91246', '-73.88655')
('40.871', '-73.892')
('40.86682', '-73.85812')
('40.8356', '-73.83369')
('40.84843', '-73.89194')
('40.86442', '-73.9197')
('40.88764', '-73.8558')
('40.83081', '-73.87587')
('40.84611', '-73.91036')
('40.85324', '-73.86506')
('40.85295', '-73.93361')
('40.83458', '-73.91021')
('40.87765', '-73.86318')
('40.86809', '-73.90201')
('40.856', '-73.929')
('40.82873', '-73.89553')
('40.809', '-73.931')
('40.84705', '-73.84841')
('40.83117', '-73.87566')
('40.862', '-73.853')
('40.90406', '-73.86286')
('40.88649', '-73.85889')
('40.86763', '-73.91792')
('40.83703', '-73.85648')
('40.86801', '-73.92372')
('40.83604', '-73.93099')
('40.87236', '-73.91748')
('40.82596', '-73.90409')
('40.89399', '-73.84279')
('40.83144', '-73.82791')
('40.82987', '-73.86608')
('40.83243', '-73.88608')
('40.83011', '-73.92084')
('40.85644', '-73.86415')
('40.82286', '-73.84765')
('40.85527', '-73.86719')
('40.913', '-73.828')
('40.8568', '-73.9149')
('40.87877', '-73.85044')
('40.82952', '-73.82818')
('40.90982', '-73.81702')
('40.86929', '-73.92421')
('40.8461', '-73.90883')
('40.87478', '-73.88749')
('40.84423', '-73.83602')
('40.91151', '-73.8286')
('40.84145', '-73.91027')
('40.806', '-73.852')
('40.81005', '-73.91977')
('40.89694', '-73.86055')
('40.88407', '-73.8952')
('40.81444', '-73.92516')
('40.83148', '-73.82931')
('40.85589', '-73.85825')
('40.83107', '-73.91466')
('40.869', '-73.856')
('40.90694', '-73.87944')
('40.84785', '-73.84683')
('40.84034', '-73.83007')
('40.87952', '-73.87475')
('40.81258', '-73.88566')
('40.85152', '-73.90374')
('40.83026', '-73.89102')
('40.82751', '-73.82098')
('40.83513', '-73.91093')
('40.8265', '-73.87045')
('40.80852', '-73.9306')
('40.88125', '-73.84922')
('40.797', '-73.933')
('40.856', '-73.86705')
('40.85188', '-73.90321')
('40.86284', '-73.91955')
('40.91147', '-73.78229')
('40.88617', '-73.84272')
('40.86255', '-73.90059')
('40.812', '-73.856')
('40.82192', '-73.91301')
('40.85152', '-73.92334')
('40.81879', '-73.88646')
('40.82624', '-73.82463')
('40.83729', '-73.83323')
('40.83729', '-73.83323')
('40.84845', '-73.89344')
('40.87066', '-73.89317')
('40.86615', '-73.84185')
('40.87114', '-73.91791')
('40.87085', '-73.89318')
('40.88344', '-73.90301')
('40.86778', '-73.85491')
('40.8223', '-73.89681')
('40.85306', '-73.93078')
('40.84609', '-73.89159')
('40.862', '-73.853')
('40.89382', '-73.84844')
('40.82594', '-73.81968')
('40.87703', '-73.88658')
('40.85475', '-73.93372')
('40.84077', '-73.8487')
('40.83146', '-73.89666')
('40.87724', '-73.85047')
('40.8484', '-73.89206')
('40.8303', '-73.89955')
('40.82718', '-73.90241')
('40.8616', '-73.86227')
('40.81098', '-73.91814')
('40.87759', '-73.88459')
('40.82117', '-73.8499')
('40.878', '-73.853')
('40.85073', '-73.9128')
('40.83972', '-73.85745')
('40.85597', '-73.9333')
('40.83067', '-73.88024')
('40.81998', '-73.90325')
('40.85295', '-73.83388')
('40.81037', '-73.92044')
(None, None)
('40.835', '-73.91114')
(None, None)
('40.82006', '-73.90332')
('40.86143', '-73.84556')
('40.85232', '-73.93077')
('40.90828', '-73.90415')
('40.81456', '-73.86393')
('40.81161', '-73.90513')
('40.85016', '-73.93178')
('40.83322', '-73.90462')
('40.87202', '-73.88281')
('40.86429', '-73.90204')
('40.83108', '-73.82951')
('40.85267', '-73.88627')
('40.868', '-73.923')
('40.80863', '-73.92121')
('40.81395', '-73.88675')
('40.85711', '-73.86474')
('40.86345', '-73.92039')
('40.6427', '-74.08001')
('40.63661', '-74.07868')
('40.63627', '-74.08543')
('40.64119', '-74.08369')
('40.646', '-74.082')
('40.64567', '-74.08368')
('40.644', '-74.082')
('40.64579', '-74.08027')
('40.64408', '-74.07834')
('40.64244', '-74.08494')
('40.64478', '-74.07897')
('40.64524', '-74.08326')
('40.63584', '-74.08542')
('40.64332', '-74.07812')
('40.64425', '-74.08056')
('40.64596', '-74.08059')
('40.63862', '-74.08182')
('40.64641', '-74.08502')
('40.64055', '-74.0784')
('40.64537', '-74.08381')
('40.63628', '-74.07763')
('40.64591', '-74.08399')
('40.64508', '-74.08126')
('40.63598', '-74.07943')
('40.64466', '-74.08168')
('40.64457', '-74.07797')
('40.64553', '-74.08323')
('40.64594', '-74.08342')
('40.63995', '-74.08286')
('40.642', '-74.08')
('40.63701', '-74.07624')
('40.64779', '-74.0846')
('40.63975', '-74.07774')
('40.64534', '-74.08625')
('40.64762', '-74.08682')
('40.64448', '-74.08485')
('40.64105', '-74.08657')
('40.64497', '-74.08456')
('40.6437', '-74.07944')
('40.64444', '-74.08302')
('40.63843', '-74.07909')
('40.63894', '-74.08069')
('40.63705', '-74.07722')
('40.63624', '-74.08038')
('40.6408', '-74.08097')
('40.64239', '-74.0757')
('40.64057', '-74.0786')
('40.64281', '-74.08213')
('40.64311', '-74.08409')
('40.64185', '-74.08412')
('40.63869', '-74.0809')
('40.64605', '-74.07897')
('40.64581', '-74.07949')
('40.64123', '-74.08169')
('40.64275', '-74.08001')
('40.64551', '-74.08616')
('40.64206', '-74.0825')
('40.64699', '-74.08151')
('40.645', '-74.079')
