"","neighbourhood_group","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","reviews_per_month","calculated_host_listings_count","availability_365","sentiment_score","new_factor"
"1181","Manhattan",40.78674,-73.97243,"Entire home/apt",171,30,4,0.06,8,346,0.188982236504614,"Entire home/apt:Manhattan"
"1182","Manhattan",40.78747,-73.97238,"Entire home/apt",185,30,8,0.1,8,346,0.347850542618522,"Entire home/apt:Manhattan"
"1183","Queens",40.74975,-73.93688,"Private room",55,7,39,0.48,1,46,0.447213595499958,"Private room:Queens"
"1184","Brooklyn",40.70226,-73.92797,"Private room",50,2,27,0.35,1,2,0.472455591261534,"Private room:Brooklyn"
"1185","Manhattan",40.7296,-73.98479,"Entire home/apt",133,2,1,0.09,1,50,0.300520382004283,"Entire home/apt:Manhattan"
"1186","Brooklyn",40.57728,-73.95362,"Entire home/apt",73,30,21,0.26,1,251,0.377964473009227,"Entire home/apt:Brooklyn"
"1187","Manhattan",40.73454,-74.00365,"Entire home/apt",350,1,237,2.96,1,0,0.559016994374947,"Entire home/apt:Manhattan"
"1188","Manhattan",40.71729,-74.00424,"Entire home/apt",259,2,20,0.25,1,17,0.204124145231932,"Entire home/apt:Manhattan"
"1189","Manhattan",40.85963,-73.93107,"Private room",97,7,2,0.06,1,87,0,"Private room:Manhattan"
"1190","Manhattan",40.80529,-73.96467,"Entire home/apt",125,2,7,0.09,1,358,0,"Entire home/apt:Manhattan"
"1191","Brooklyn",40.68736,-73.97496,"Entire home/apt",100,1,273,3.35,1,45,0.25,"Entire home/apt:Brooklyn"
"1192","Brooklyn",40.6258,-73.90004,"Private room",39,5,60,0.95,3,34,0,"Private room:Brooklyn"
"1193","Manhattan",40.80145,-73.95572,"Entire home/apt",150,1,2,0.03,1,0,0.204124145231932,"Entire home/apt:Manhattan"
"1194","Manhattan",40.76412,-73.97666,"Entire home/apt",170,7,83,1.04,1,203,0.491934955049954,"Entire home/apt:Manhattan"
"1195","Manhattan",40.71955,-73.99706,"Entire home/apt",199,3,219,2.68,1,212,0.0566946709513841,"Entire home/apt:Manhattan"
"1196","Brooklyn",40.6747,-73.98245,"Private room",125,3,270,3.34,1,300,0.163299316185545,"Private room:Brooklyn"
"1197","Manhattan",40.74314,-74.00119,"Private room",155,5,18,0.24,1,90,0,"Private room:Manhattan"
"1198","Brooklyn",40.70608,-73.93154,"Entire home/apt",220,3,151,1.86,1,115,0.6421334847649,"Entire home/apt:Brooklyn"
"1199","Brooklyn",40.68371,-73.95604,"Entire home/apt",90,1,3,0.06,1,0,0.755259337358147,"Entire home/apt:Brooklyn"
"1200","Brooklyn",40.67652,-73.9614,"Private room",61,2,167,4.16,1,320,0.726666666666667,"Private room:Brooklyn"
"1201","Manhattan",40.72699,-73.97969,"Entire home/apt",179,4,213,2.62,1,277,0.223606797749979,"Entire home/apt:Manhattan"
"1202","Brooklyn",40.68391,-73.96201,"Entire home/apt",575,3,12,0.15,1,0,0.377964473009227,"Entire home/apt:Brooklyn"
"1203","Manhattan",40.77938,-73.98247,"Private room",99,1,353,4.33,4,73,0.265165042944955,"Private room:Manhattan"
"1204","Brooklyn",40.7189,-73.95725,"Entire home/apt",175,3,3,0.05,1,0,0.447213595499958,"Entire home/apt:Brooklyn"
"1205","Brooklyn",40.64294,-73.96016,"Entire home/apt",110,1,3,0.05,1,0,0.577350269189626,"Entire home/apt:Brooklyn"
"1206","Brooklyn",40.67968,-73.94715,"Private room",100,1,113,1.43,1,0,0.45,"Private room:Brooklyn"
"1207","Manhattan",40.72863,-74.00137,"Entire home/apt",200,4,11,0.14,1,259,0.447213595499958,"Entire home/apt:Manhattan"
"1208","Queens",40.75583,-73.91839,"Entire home/apt",89,3,17,0.31,1,0,-0.0530330085889911,"Entire home/apt:Queens"
"1209","Brooklyn",40.65142,-73.97601,"Entire home/apt",149,21,52,0.64,2,0,0.188982236504614,"Entire home/apt:Brooklyn"
"1210","Brooklyn",40.67958,-73.93687,"Entire home/apt",125,3,104,1.36,1,275,0,"Entire home/apt:Brooklyn"
"1211","Manhattan",40.80193,-73.96703,"Private room",80,4,75,0.93,1,15,0.816496580927726,"Private room:Manhattan"
"1212","Queens",40.75754,-73.93004,"Private room",39,30,13,0.16,18,360,0,"Private room:Queens"
"1213","Bronx",40.8584,-73.86969,"Entire home/apt",49,2,189,2.32,4,238,0.469485534033442,"Entire home/apt:Bronx"
"1214","Manhattan",40.72714,-73.99581,"Entire home/apt",187,14,1,0.01,1,0,0.612372435695795,"Entire home/apt:Manhattan"
"1215","Brooklyn",40.70118,-73.92826,"Private room",55,3,10,0.15,1,0,0.204124145231932,"Private room:Brooklyn"
"1216","Brooklyn",40.68116,-73.96559,"Entire home/apt",250,3,61,0.76,1,0,0.491934955049954,"Entire home/apt:Brooklyn"
"1217","Manhattan",40.75982,-73.96521,"Entire home/apt",125,4,3,0.04,1,0,0.510310363079829,"Entire home/apt:Manhattan"
"1218","Brooklyn",40.68785,-73.96708,"Entire home/apt",100,2,27,0.33,1,159,0.268328157299975,"Entire home/apt:Brooklyn"
"1219","Brooklyn",40.68444,-73.95692,"Entire home/apt",175,7,1,0.02,1,0,0.461880215351701,"Entire home/apt:Brooklyn"
"1220","Queens",40.76361,-73.91793,"Entire home/apt",140,5,15,0.19,1,260,0.782623792124926,"Entire home/apt:Queens"
"1221","Queens",40.76605,-73.92922,"Private room",80,2,72,0.89,1,364,0,"Private room:Queens"
"1222","Brooklyn",40.70022,-73.93032,"Private room",103,2,58,0.94,3,69,0.223606797749979,"Private room:Brooklyn"
"1223","Manhattan",40.78227,-73.9841,"Entire home/apt",600,3,9,0.12,2,353,0.223606797749979,"Entire home/apt:Manhattan"
"1224","Brooklyn",40.70369,-73.93284,"Private room",75,3,2,0.03,1,0,0,"Private room:Brooklyn"
"1225","Brooklyn",40.64232,-73.9572,"Private room",55,3,66,1.16,3,264,0.188982236504614,"Private room:Brooklyn"
"1226","Manhattan",40.80826,-73.93401,"Entire home/apt",50,4,24,0.3,1,25,0,"Entire home/apt:Manhattan"
"1227","Queens",40.77466,-73.91807,"Entire home/apt",390,3,1,0.03,1,89,0.111803398874989,"Entire home/apt:Queens"
"1228","Brooklyn",40.70745,-73.94307,"Shared room",52,3,19,0.44,2,88,0.3,"Shared room:Brooklyn"
"1229","Brooklyn",40.71203,-73.95993,"Private room",115,2,91,1.18,1,258,0,"Private room:Brooklyn"
"1230","Queens",40.75666,-73.76314,"Entire home/apt",299,2,67,0.95,2,322,0.69923427506707,"Entire home/apt:Queens"
"1231","Brooklyn",40.69594,-73.98375,"Entire home/apt",175,13,64,0.8,1,116,0.447213595499958,"Entire home/apt:Brooklyn"
"1232","Brooklyn",40.71988,-73.95616,"Entire home/apt",100,90,4,0.05,1,250,0.777817459305202,"Entire home/apt:Brooklyn"
"1233","Queens",40.77016,-73.92316,"Private room",55,80,3,0.04,1,119,0.306186217847897,"Private room:Queens"
"1234","Brooklyn",40.69254,-73.91092,"Private room",45,2,77,0.95,5,167,0.25,"Private room:Brooklyn"
"1235","Brooklyn",40.71572,-73.95574,"Entire home/apt",165,1,41,0.52,1,19,0.375,"Entire home/apt:Brooklyn"
"1236","Manhattan",40.75039,-74.00287,"Entire home/apt",105,7,2,0.5,1,0,0,"Entire home/apt:Manhattan"
"1237","Manhattan",40.83556,-73.94609,"Private room",65,30,1,0.04,1,249,0.707106781186547,"Private room:Manhattan"
"1238","Manhattan",40.72439,-73.97767,"Private room",100,7,1,0.03,1,0,0,"Private room:Manhattan"
"1239","Manhattan",40.77734,-73.9877,"Entire home/apt",100,29,3,0.11,1,301,0.408248290463863,"Entire home/apt:Manhattan"
"1240","Brooklyn",40.67453,-73.96759,"Entire home/apt",155,3,13,0.16,1,0,0.715541752799933,"Entire home/apt:Brooklyn"
"1241","Manhattan",40.76078,-73.99076,"Entire home/apt",165,3,276,3.44,1,146,0,"Entire home/apt:Manhattan"
"1242","Manhattan",40.80343,-73.93514,"Entire home/apt",120,3,22,0.31,1,365,0.335410196624968,"Entire home/apt:Manhattan"
"1243","Bronx",40.85914,-73.86979,"Private room",38,1,187,2.34,4,241,0.510310363079829,"Private room:Bronx"
"1244","Brooklyn",40.69377,-73.97009,"Private room",90,10,1,0.11,1,0,0.335410196624968,"Private room:Brooklyn"
"1245","Manhattan",40.77032,-73.95331,"Private room",85,2,138,2.06,1,196,0.25,"Private room:Manhattan"
"1246","Manhattan",40.73461,-74.00594,"Shared room",350,2,13,0.17,1,0,0.244948974278318,"Shared room:Manhattan"
"1247","Manhattan",40.72578,-73.98448,"Private room",59,4,12,0.16,1,12,0.375,"Private room:Manhattan"
"1248","Manhattan",40.81381,-73.94314,"Entire home/apt",280,4,97,1.25,2,48,0.796084166404533,"Entire home/apt:Manhattan"
"1249","Queens",40.74527,-73.94629,"Private room",69,1,153,1.89,2,132,0.715541752799933,"Private room:Queens"
"1250","Brooklyn",40.71606,-73.95527,"Entire home/apt",200,2,72,0.95,1,52,0,"Entire home/apt:Brooklyn"
"1251","Brooklyn",40.64047,-73.96388,"Entire home/apt",150,5,52,0.65,1,311,0.616666666666667,"Entire home/apt:Brooklyn"
"1252","Brooklyn",40.6953,-73.95832,"Private room",75,1,28,0.36,1,365,0.288675134594813,"Private room:Brooklyn"
"1253","Manhattan",40.73652,-74.00876,"Entire home/apt",140,30,18,0.29,1,182,0.2,"Entire home/apt:Manhattan"
"1254","Manhattan",40.71247,-73.99873,"Entire home/apt",225,3,3,0.07,2,189,0.223606797749979,"Entire home/apt:Manhattan"
"1255","Bronx",40.80461,-73.92276,"Private room",60,3,86,1.13,2,1,0.402492235949962,"Private room:Bronx"
"1256","Brooklyn",40.68191,-73.95475,"Entire home/apt",119,5,7,0.09,1,0,0.447213595499958,"Entire home/apt:Brooklyn"
"1257","Manhattan",40.73364,-74.00539,"Entire home/apt",189,2,68,0.92,1,63,0.223606797749979,"Entire home/apt:Manhattan"
"1258","Manhattan",40.73164,-74.00327,"Entire home/apt",190,2,185,2.3,5,0,0.612372435695795,"Entire home/apt:Manhattan"
"1259","Manhattan",40.71502,-73.98192,"Private room",69,7,48,0.61,1,235,0,"Private room:Manhattan"
"1260","Queens",40.74997,-73.9397,"Private room",70,1,148,1.9,2,303,0.566946709513841,"Private room:Queens"
"1261","Brooklyn",40.71188,-73.9608,"Entire home/apt",155,2,8,0.1,1,0,0.223606797749979,"Entire home/apt:Brooklyn"
"1262","Brooklyn",40.68176,-73.914,"Entire home/apt",149,2,67,0.88,3,329,0.718132498717532,"Entire home/apt:Brooklyn"
"1263","Manhattan",40.73186,-74.00329,"Private room",160,1,148,1.83,1,295,0.491934955049954,"Private room:Manhattan"
"1264","Manhattan",40.71818,-73.98206,"Entire home/apt",220,25,1,0.01,1,350,1.14039466852489,"Entire home/apt:Manhattan"
"1265","Manhattan",40.72762,-73.98218,"Entire home/apt",135,5,18,0.24,1,0,0.102062072615966,"Entire home/apt:Manhattan"
"1266","Brooklyn",40.65545,-73.95781,"Private room",45,1,168,2.3,5,359,0.212132034355964,"Private room:Brooklyn"
"1267","Manhattan",40.81915,-73.93964,"Entire home/apt",100,7,11,0.18,1,0,0,"Entire home/apt:Manhattan"
"1268","Manhattan",40.73403,-74.00298,"Entire home/apt",210,1,108,1.35,1,305,0.447213595499958,"Entire home/apt:Manhattan"
"1269","Brooklyn",40.67708,-73.96649,"Entire home/apt",195,4,10,0.13,1,95,0.604743156814764,"Entire home/apt:Brooklyn"
"1270","Manhattan",40.72232,-73.99343,"Private room",95,7,46,0.57,1,0,0.176776695296637,"Private room:Manhattan"
"1271","Manhattan",40.79863,-73.95292,"Private room",95,2,25,0.48,1,0,0,"Private room:Manhattan"
"1272","Manhattan",40.77775,-73.98732,"Entire home/apt",295,10,11,0.14,1,0,1.03033008588991,"Entire home/apt:Manhattan"
"1273","Manhattan",40.72877,-73.98794,"Entire home/apt",250,9,2,0.2,2,126,0.244948974278318,"Entire home/apt:Manhattan"
"1274","Manhattan",40.76553,-73.96262,"Entire home/apt",150,2,4,0.06,1,0,0.32659863237109,"Entire home/apt:Manhattan"
"1275","Manhattan",40.82169,-73.93882,"Private room",78,1,52,0.66,1,0,0.375,"Private room:Manhattan"
"1276","Manhattan",40.77445,-73.98496,"Entire home/apt",210,30,48,0.6,1,36,0.375,"Entire home/apt:Manhattan"
"1277","Brooklyn",40.68356,-73.94042,"Private room",60,14,12,0.22,2,0,0.5,"Private room:Brooklyn"
"1278","Manhattan",40.73545,-73.9931,"Entire home/apt",220,6,23,0.29,1,0,0,"Entire home/apt:Manhattan"
"1279","Brooklyn",40.65954,-73.97805,"Entire home/apt",199,265,20,0.32,2,90,0,"Entire home/apt:Brooklyn"
"1280","Manhattan",40.8678,-73.92619,"Private room",65,2,93,1.16,1,0,0.335410196624968,"Private room:Manhattan"
"1281","Manhattan",40.75351,-73.99762,"Entire home/apt",225,7,3,0.06,1,250,0.340168025708305,"Entire home/apt:Manhattan"
"1282","Manhattan",40.72381,-73.97896,"Private room",75,26,58,0.73,3,129,0.204124145231932,"Private room:Manhattan"
"1283","Manhattan",40.7666,-73.95903,"Entire home/apt",105,14,7,0.16,1,84,0.612372435695795,"Entire home/apt:Manhattan"
"1284","Brooklyn",40.70308,-73.92765,"Entire home/apt",115,4,12,0.18,1,0,0.670820393249937,"Entire home/apt:Brooklyn"
"1285","Manhattan",40.77043,-73.9515,"Entire home/apt",150,25,1,0.05,2,207,0,"Entire home/apt:Manhattan"
"1286","Brooklyn",40.66882,-73.98841,"Private room",65,5,5,0.14,1,0,-0.14142135623731,"Private room:Brooklyn"
"1287","Brooklyn",40.70773,-73.9566,"Private room",101,2,32,0.4,1,0,0.0408248290463863,"Private room:Brooklyn"
"1288","Manhattan",40.73493,-73.98655,"Entire home/apt",130,3,26,0.32,2,19,0.447213595499958,"Entire home/apt:Manhattan"
"1289","Manhattan",40.77483,-73.94674,"Entire home/apt",175,3,1,0.03,1,0,0.188982236504614,"Entire home/apt:Manhattan"
"1290","Brooklyn",40.69075,-73.97192,"Entire home/apt",128,5,154,1.93,1,301,1.0771987480763,"Entire home/apt:Brooklyn"
"1291","Manhattan",40.7449,-73.97656,"Entire home/apt",116,30,5,0.09,52,311,0.335410196624968,"Entire home/apt:Manhattan"
"1292","Manhattan",40.85262,-73.93821,"Entire home/apt",192,2,41,0.6,2,0,0.102062072615966,"Entire home/apt:Manhattan"
"1293","Brooklyn",40.67338,-73.96415,"Entire home/apt",150,17,3,0.07,1,0,0.204124145231932,"Entire home/apt:Brooklyn"
"1294","Brooklyn",40.70538,-73.92946,"Entire home/apt",163,1,3,0.04,1,0,-0.13228756555323,"Entire home/apt:Brooklyn"
"1295","Brooklyn",40.7176,-73.95234,"Entire home/apt",200,10,6,0.09,1,174,0.69923427506707,"Entire home/apt:Brooklyn"
"1296","Manhattan",40.71956,-73.98574,"Entire home/apt",158,5,39,0.55,1,0,0.898146239020499,"Entire home/apt:Manhattan"
"1297","Brooklyn",40.68015,-73.978,"Private room",115,2,25,0.36,6,89,0,"Private room:Brooklyn"
"1298","Manhattan",40.82974,-73.94193,"Private room",85,1,190,3.7,2,178,0.612372435695795,"Private room:Manhattan"
"1299","Manhattan",40.78592,-73.97775,"Entire home/apt",173,4,16,0.2,1,0,0.204124145231932,"Entire home/apt:Manhattan"
"1300","Brooklyn",40.67504,-73.95273,"Entire home/apt",250,4,6,0.08,1,250,0,"Entire home/apt:Brooklyn"
"1301","Manhattan",40.72591,-73.99452,"Entire home/apt",465,30,47,0.67,1,277,0.530722777603022,"Entire home/apt:Manhattan"
"1302","Manhattan",40.71786,-73.99518,"Private room",195,3,61,0.77,1,134,0.212132034355964,"Private room:Manhattan"
"1303","Brooklyn",40.68631,-73.96802,"Entire home/apt",63,5,5,0.06,1,0,0.510310363079829,"Entire home/apt:Brooklyn"
"1304","Brooklyn",40.68216,-73.99504,"Entire home/apt",130,5,2,0.04,1,0,0.268328157299975,"Entire home/apt:Brooklyn"
"1305","Queens",40.73842,-73.87609,"Private room",45,3,125,1.57,3,208,0.306186217847897,"Private room:Queens"
"1306","Brooklyn",40.70876,-73.94971,"Private room",79,5,5,0.21,2,198,0.223606797749979,"Private room:Brooklyn"
"1307","Brooklyn",40.71986,-73.95925,"Entire home/apt",149,4,1,0.01,1,0,0.223606797749979,"Entire home/apt:Brooklyn"
"1308","Manhattan",40.72721,-73.98411,"Entire home/apt",200,7,3,0.04,1,0,0.268328157299975,"Entire home/apt:Manhattan"
"1309","Queens",40.70947,-73.82922,"Private room",60,3,12,0.31,1,351,0.77567175188134,"Private room:Queens"
"1310","Brooklyn",40.7119,-73.96031,"Entire home/apt",160,30,19,0.26,1,59,0.449073119510249,"Entire home/apt:Brooklyn"
"1311","Brooklyn",40.70281,-73.94328,"Private room",80,10,15,0.3,1,0,0.625,"Private room:Brooklyn"
"1312","Brooklyn",40.69319,-73.96351,"Entire home/apt",250,5,2,0.03,1,0,0,"Entire home/apt:Brooklyn"
"1313","Manhattan",40.74117,-73.99517,"Entire home/apt",349,3,3,0.07,1,0,0.25,"Entire home/apt:Manhattan"
"1314","Manhattan",40.80586,-73.94642,"Entire home/apt",165,7,8,0.1,1,234,0.559016994374947,"Entire home/apt:Manhattan"
"1315","Brooklyn",40.67138,-73.97772,"Entire home/apt",190,3,76,0.95,1,48,0.388908729652601,"Entire home/apt:Brooklyn"
"1316","Manhattan",40.74082,-73.99581,"Entire home/apt",99,2,52,0.65,1,30,0.268328157299975,"Entire home/apt:Manhattan"
"1317","Brooklyn",40.68871,-73.97181,"Private room",68,8,37,0.5,5,280,0.151185789203691,"Private room:Brooklyn"
"1318","Brooklyn",40.67228,-73.97248,"Entire home/apt",185,30,36,0.58,1,358,0.402492235949962,"Entire home/apt:Brooklyn"
"1319","Manhattan",40.71988,-73.98639,"Entire home/apt",225,4,92,1.47,1,67,0,"Entire home/apt:Manhattan"
"1320","Manhattan",40.77171,-73.95042,"Private room",81,10,64,0.93,1,311,0,"Private room:Manhattan"
"1321","Manhattan",40.72699,-73.97894,"Entire home/apt",199,5,23,0.38,1,0,0.673609679265374,"Entire home/apt:Manhattan"
"1322","Manhattan",40.73227,-74.00949,"Entire home/apt",340,7,38,0.54,1,302,0.357770876399966,"Entire home/apt:Manhattan"
"1323","Manhattan",40.80139,-73.95433,"Entire home/apt",135,3,205,3.19,2,184,0,"Entire home/apt:Manhattan"
"1324","Queens",40.74263,-73.92476,"Entire home/apt",85,2,108,1.35,1,0,0.328076886699097,"Entire home/apt:Queens"
"1325","Brooklyn",40.69764,-73.93084,"Entire home/apt",65,7,4,0.09,1,0,0.603738353924943,"Entire home/apt:Brooklyn"
"1326","Manhattan",40.85604,-73.93469,"Entire home/apt",100,30,13,0.18,1,219,0,"Entire home/apt:Manhattan"
"1327","Brooklyn",40.67309,-73.94799,"Private room",109,1,73,0.92,3,284,0,"Private room:Brooklyn"
"1328","Queens",40.75979,-73.81016,"Private room",57,2,17,0.21,4,308,0.163299316185545,"Private room:Queens"
"1329","Manhattan",40.76883,-73.95353,"Entire home/apt",150,6,23,0.31,1,0,0.335410196624968,"Entire home/apt:Manhattan"
"1330","Manhattan",40.82238,-73.95534,"Private room",60,2,48,0.61,4,114,0.375,"Private room:Manhattan"
"1331","Manhattan",40.79106,-73.95058,"Shared room",45,2,107,1.5,1,313,0.775,"Shared room:Manhattan"
"1332","Manhattan",40.82233,-73.95568,"Private room",60,2,36,0.54,4,133,0.530722777603022,"Private room:Manhattan"
"1333","Brooklyn",40.68615,-73.93095,"Private room",75,2,38,0.51,1,365,0.377964473009227,"Private room:Brooklyn"
"1334","Manhattan",40.73131,-73.98609,"Entire home/apt",121,2,6,0.09,1,156,0.28347335475692,"Entire home/apt:Manhattan"
"1335","Brooklyn",40.69413,-73.96389,"Private room",89,2,89,1.12,3,318,0.178885438199983,"Private room:Brooklyn"
"1336","Brooklyn",40.72103,-73.94798,"Entire home/apt",300,30,1,0.02,1,0,0.346410161513775,"Entire home/apt:Brooklyn"
"1337","Brooklyn",40.73319,-73.95623,"Private room",110,1,4,0.18,1,0,0.408248290463863,"Private room:Brooklyn"
"1338","Brooklyn",40.72166,-73.94037,"Entire home/apt",99,7,10,0.13,1,81,0.288675134594813,"Entire home/apt:Brooklyn"
"1339","Brooklyn",40.69379,-73.98525,"Entire home/apt",170,7,41,0.55,1,0,0.0408248290463863,"Entire home/apt:Brooklyn"
"1340","Manhattan",40.75284,-74.00138,"Private room",179,2,251,3.15,1,157,0.23094010767585,"Private room:Manhattan"
"1341","Manhattan",40.81024,-73.94154,"Private room",80,4,41,0.52,2,119,0,"Private room:Manhattan"
"1342","Manhattan",40.80997,-73.93992,"Private room",65,5,29,0.4,2,186,0.612372435695795,"Private room:Manhattan"
"1343","Brooklyn",40.69763,-73.93102,"Private room",42,1,18,0.35,1,60,0.3,"Private room:Brooklyn"
"1344","Brooklyn",40.71622,-73.96042,"Private room",70,1,8,0.1,1,0,0,"Private room:Brooklyn"
"1345","Brooklyn",40.67507,-73.97792,"Entire home/apt",155,5,22,0.28,1,189,0,"Entire home/apt:Brooklyn"
"1346","Manhattan",40.73336,-73.99836,"Private room",120,21,79,1.04,2,34,0.936916485072175,"Private room:Manhattan"
"1347","Brooklyn",40.67869,-73.99197,"Entire home/apt",135,8,7,0.14,1,0,0.340168025708305,"Entire home/apt:Brooklyn"
"1348","Staten Island",40.63132,-74.08799,"Private room",47,1,20,0.26,1,323,0.32659863237109,"Private room:Staten Island"
"1349","Manhattan",40.80394,-73.9506,"Private room",69,4,18,0.23,1,280,1.02062072615966,"Private room:Manhattan"
"1350","Brooklyn",40.67828,-73.95646,"Private room",100,2,37,0.52,1,2,-0.357770876399966,"Private room:Brooklyn"
"1351","Brooklyn",40.68407,-73.93944,"Private room",51,3,36,3.04,2,32,1.06066017177982,"Private room:Brooklyn"
"1352","Manhattan",40.73588,-73.99224,"Private room",65,180,2,0.07,1,263,0.491934955049954,"Private room:Manhattan"
"1353","Brooklyn",40.68334,-73.96704,"Private room",60,3,126,3.59,2,120,0.367423461417477,"Private room:Brooklyn"
"1354","Brooklyn",40.66229,-73.96296,"Private room",70,1,84,1.06,1,188,0.449073119510249,"Private room:Brooklyn"
"1355","Manhattan",40.7349,-73.98549,"Entire home/apt",130,3,26,0.41,2,23,0,"Entire home/apt:Manhattan"
"1356","Brooklyn",40.6938,-73.94698,"Private room",70,1,37,0.48,3,325,0.551135192126215,"Private room:Brooklyn"
"1357","Brooklyn",40.68673,-73.96252,"Entire home/apt",200,2,267,3.37,1,266,0.223606797749979,"Entire home/apt:Brooklyn"
"1358","Brooklyn",40.62908,-73.95965,"Private room",68,7,1,0.01,1,87,0,"Private room:Brooklyn"
"1359","Manhattan",40.72632,-73.97907,"Private room",79,1,137,1.98,2,298,0.377964473009227,"Private room:Manhattan"
